,action_instances,id,nl_command_statment
49,"[{'options': [{'id': 601225, 'name': 'new email from', 'params': {""sender's address"": 'george@semanticmail.com'}}, {'id': 600599, 'name': 'new email in inbox from', 'params': {'email address': 'george@semanticmail.com'}}]}, {'id': 600431, 'name': 'create a link post', 'params': {'link url': '<return1>.attachment'}}, {'id': 601733, 'name': 'post a tweet with image', 'params': {'image url': '<return1>.attachment'}}]",1306,"If I receive an email from George, get the attached photo and publish on Twitter and Facebook."
50,"[{'id': 700008, 'name': 'tweets from search', 'params': {'search for': '#ChampionsLeague'}}]",1401,Get tweets containing the hashtag #ChampionsLeague.
51,"[{'id': 700008, 'name': 'tweets from search', 'params': {'search for': '#ChampionsLeague'}}]",1402,Show me new tweets with the hashtag #ChampionsLeague.
52,"[{'id': 700008, 'name': 'tweets from search', 'params': {'search for': '#ChampionsLeague'}}]",1403,Write the #ChampionsLeague hashtag on Twitter to find out who won the final game of the Champions League.
53,"[{'id': 700008, 'name': 'tweets from search', 'params': {'search for': '#ChampionsLeague'}}]",1404,List tweets containing #ChampionsLeague.
54,"[{'id': 700008, 'name': 'tweets from search', 'params': {'search for': '#ChampionsLeague'}}]",1405,Check #ChampionsLeague on Twitter.
55,"[{'id': 700008, 'name': 'tweets from search', 'params': {'search for': '#ChampionsLeague'}}]",1406,Search for tweets containing the hashtag #ChampionsLeague.
56,"[{'id': 700008, 'name': 'tweets from search', 'params': {'search for': '#ChampionsLeague'}}]",1407,Collect posts on Twitter with #ChampionsLeague.
57,"[{'id': 700008, 'name': 'tweets from search', 'params': {'search for': '#ChampionsLeague'}}]",1408,Get twits that contain the hashtag #ChampionsLeague.
58,"[{'id': 502328, 'name': 'directions', 'params': {'ending': 'Galway', 'starting': 'Dublin City Centre'}}]",1501,"Please, could you guide me to go from Dublin City Centre to Galway?"
59,"[{'id': 502328, 'name': 'directions', 'params': {'ending': 'Galway', 'starting': 'Dublin City Centre'}}]",1502,My current place is Dublin City Centre. Show me the directions to go to Galway.
60,"[{'id': 502328, 'name': 'directions', 'params': {'ending': 'Galway', 'starting': 'Dublin City Centre'}}]",1503,Tell me how to go from Dublin City Centre to Galway City.
61,"[{'id': 502328, 'name': 'directions', 'params': {'ending': 'Galway', 'starting': 'Dublin City Centre'}}]",1504,Show me the directions to go to Galway from Dublin City Centre.
62,"[{'id': 502328, 'name': 'directions', 'params': {'ending': 'Galway', 'starting': 'Dublin City Centre'}}]",1505,Check on Google Maps how can I reach Galway when departing from Dublin City Centre.
63,"[{'id': 502328, 'name': 'directions', 'params': {'ending': 'Galway', 'starting': 'Dublin'}}]",1506,Show the best route from Dublin to Galway
64,"[{'id': 502328, 'name': 'directions', 'params': {'ending': 'Galway', 'starting': 'Dublin City Center'}}]",1507,Give me directions from Dublin City Center to Galway.
65,"[{'id': 600352, 'name': 'new item from search', 'params': {'max price': '700 Euro', 'search terms': 'iPhone 7'}}, {'options': [{'id': 600603, 'name': 'send an email', 'params': {'body': '<return1>', 'to address': 'maria@alice.com.br'}}, {'id': 601227, 'name': 'send email', 'params': {'body': '<return1>', 'recipients': 'maria@alice.com.br'}}]}]",1601,Search on eBay for the iPhone 7 with the maximum price of 700 Euro and send the result list by e-mail to my wife.
66,"[{'id': 600352, 'name': 'new item from search', 'params': {'max price': '800 Euro', 'search terms': 'iPhone 7'}}, {'options': [{'id': 600603, 'name': 'send an email', 'params': {'body': '<return1>', 'to address': 'maria@alice.com.br'}}, {'id': 601227, 'name': 'send email', 'params': {'body': '<return1>', 'recipients': 'maria@alice.com.br'}}]}]",1602,"On eBay, search for ""iPhone 7"". If it costs less than 800 EUR, send the results by email to my wife."
67,"[{'id': 600352, 'name': 'new item from search', 'params': {'max price': '300 Euro', 'search terms': 'iPhone 7'}}, {'options': [{'id': 600603, 'name': 'send an email', 'params': {'body': '<return1>', 'to address': 'maria@alice.com.br'}}, {'id': 601227, 'name': 'send email', 'params': {'body': '<return1>', 'recipients': 'maria@alice.com.br'}}]}]",1603,"Check the price of the iPhone 7. Only if it costs less than 300 EUR, send an email to my wife."
68,"[{'id': 600352, 'name': 'new item from search', 'params': {'max price': '700 Euro', 'search terms': 'iPhone 7'}}, {'options': [{'id': 600603, 'name': 'send an email', 'params': {'body': '<return1>', 'to address': 'maria@alice.com.br'}}, {'id': 601227, 'name': 'send email', 'params': {'body': '<return1>', 'recipients': 'maria@alice.com.br'}}]}]",1604,"Check the iPhone 7 price. In case that the price is less than 700 EUR, let my wife know."
69,"[{'id': 600352, 'name': 'new item from search', 'params': {'max price': '300 Euro', 'search terms': 'iPhone 7'}}, {'options': [{'id': 600603, 'name': 'send an email', 'params': {'body': '<return1>', 'to address': 'maria@alice.com.br'}}, {'id': 601227, 'name': 'send email', 'params': {'body': '<return1>', 'recipients': 'maria@alice.com.br'}}]}]",1605,"Check the price of the iPhone 7; If its price is less than 300 EUR, send to my wife an email with the information;"
70,"[{'options': [{'id': 600603, 'name': 'send an email', 'params': {'body': 'Dear, please let me know when we can meet.', 'to address': 'george@semanticmail.com'}}, {'id': 601227, 'name': 'send email', 'params': {'body': 'Dear, please let me know when we can meet.', 'recipients': 'george@semanticmail.com'}}]}, {'options': [{'id': 601225, 'name': 'new email from', 'params': {""sender's address"": 'george@semanticmail.com'}}, {'id': 600599, 'name': 'new email in inbox from', 'params': {'email address': 'george@semanticmail.com'}}]}, {'options': [{'id': 600603, 'name': 'send an email', 'params': {'body': '<return2>', 'to address': 'maria@alice.com.br'}}, {'id': 601227, 'name': 'send email', 'params': {'body': '<return2>', 'recipients': 'maria@alice.com.br'}}]}]",1701,"Send an email to Dr Brown with the following message: ""Dear, please let me know when we can meet."". When he answers, forward to my wife."
71,"[{'options': [{'id': 600603, 'name': 'send an email', 'params': {'body': 'the right day to make an appointment with him', 'to address': 'george@semanticmail.com'}}, {'id': 601227, 'name': 'send email', 'params': {'body': 'the right day to make an appointment with him', 'recipients': 'george@semanticmail.com'}}]}, {'options': [{'id': 601225, 'name': 'new email from', 'params': {""sender's address"": 'george@semanticmail.com'}}, {'id': 600599, 'name': 'new email in inbox from', 'params': {'email address': 'george@semanticmail.com'}}]}, {'options': [{'id': 600603, 'name': 'send an email', 'params': {'body': '<return2>', 'to address': 'maria@alice.com.br'}}, {'id': 601227, 'name': 'send email', 'params': {'body': '<return2>', 'recipients': 'maria@alice.com.br'}}]}]",1702,"Send to Dr Brown an email asking the right day to make an appointment with him. When I receive the reply, let my wife know."
72,"[{'options': [{'id': 600603, 'name': 'send an email', 'params': {'body': 'Dear, when can we meet?', 'to address': 'george@semanticmail.com'}}, {'id': 601227, 'name': 'send email', 'params': {'body': 'Dear, when can we meet?', 'recipients': 'george@semanticmail.com'}}]}, {'options': [{'id': 601225, 'name': 'new email from', 'params': {""sender's address"": 'george@semanticmail.com'}}, {'id': 600599, 'name': 'new email in inbox from', 'params': {'email address': 'george@semanticmail.com'}}]}, {'options': [{'id': 600603, 'name': 'send an email', 'params': {'body': '<return2>', 'to address': 'maria@alice.com.br'}}, {'id': 601227, 'name': 'send email', 'params': {'body': '<return2>', 'recipients': 'maria@alice.com.br'}}]}]",1703,"Write this email to Dr Brown:""Dear, when can we meet?"". When you receive an answer, send the information to my wife."
73,"[{'options': [{'id': 600603, 'name': 'send an email', 'params': {'body': 'Dear, what is the suitable day for a meeting?', 'to address': 'george@semanticmail.com'}}, {'id': 601227, 'name': 'send email', 'params': {'body': 'Dear, what is the suitable day for a meeting?', 'recipients': 'george@semanticmail.com'}}]}, {'options': [{'id': 601225, 'name': 'new email from', 'params': {""sender's address"": 'george@semanticmail.com'}}, {'id': 600599, 'name': 'new email in inbox from', 'params': {'email address': 'george@semanticmail.com'}}]}, {'options': [{'id': 600603, 'name': 'send an email', 'params': {'body': '<return2>', 'to address': 'maria@alice.com.br'}}, {'id': 601227, 'name': 'send email', 'params': {'body': '<return2>', 'recipients': 'maria@alice.com.br'}}]}]",1704,"Send this message to Dr Brown by email: ""Dear, what is the suitable day for a meeting?"". When he replies, forward the email to my wife."
74,"[{'options': [{'id': 600603, 'name': 'send an email', 'params': {'body': 'a suitable day for a meeting', 'to address': 'george@semanticmail.com'}}, {'id': 601227, 'name': 'send email', 'params': {'body': 'a suitable day for a meeting', 'recipients': 'george@semanticmail.com'}}]}, {'options': [{'id': 601225, 'name': 'new email from', 'params': {""sender's address"": 'george@semanticmail.com'}}, {'id': 600599, 'name': 'new email in inbox from', 'params': {'email address': 'george@semanticmail.com'}}]}, {'options': [{'id': 600603, 'name': 'send an email', 'params': {'body': '<return2>', 'to address': 'maria@alice.com.br'}}, {'id': 601227, 'name': 'send email', 'params': {'body': '<return2>', 'recipients': 'maria@alice.com.br'}}]}]",1705,"Message Dr Brown by email, asking a suitable day for a meeting; When I receive the information, sent to my wife by email;"
75,"[{'id': 700006, 'name': 'search image on Flickr', 'params': {'query': 'BMW logo'}}, {'id': 600979, 'name': 'share a link', 'params': {'comment': 'Thanks for the internship opportunity, BMW!', 'image url': '<return1>.image_url'}}]",1801,"Publish in Linkedin this announcement under a BMW logo: Thanks for the internship opportunity, BMW!"
76,"[{'id': 700006, 'name': 'search image on Flickr', 'params': {'query': 'BMW logo'}}, {'id': 600979, 'name': 'share a link', 'params': {'comment': 'Thanks for the internship opportunity, BMW!', 'image url': '<return1>.image_url'}}]",1802,"Find the BMW logo on Flickr. Publish it on LinkedIn along with this message: Thanks for the internship opportunity, BMW!"
77,"[{'id': 700006, 'name': 'search image on Flickr', 'params': {'query': 'BMW car'}}, {'id': 600979, 'name': 'share a link', 'params': {'comment': 'I got an Internship :)', 'image url': '<return1>.image_url'}}]",1803,"Upload an image of a BMW car to my LinkedIn account and write this message: ""I got an Internship :)"". Find the image on Flickr."
78,"[{'id': 700006, 'name': 'search image on Flickr', 'params': {'query': 'BMW logo'}}, {'id': 600979, 'name': 'share a link', 'params': {'comment': 'I got an Internship at BMW :)', 'image url': '<return1>.image_url'}}]",1804,Search for the BMW logo and publish it with the following message in my Linkedin account: I got an Internship at BMW :).
79,"[{'id': 700006, 'name': 'search image on Flickr', 'params': {'query': 'BMW logo'}}, {'id': 600979, 'name': 'share a link', 'params': {'comment': 'Happy to announce that got an internship at BMW.', 'image url': '<return1>.image_url'}}]",1805,"Find an image of the BMW logo on Flickr. Make a post on LinkedIn with that logo and this text: ""Happy to announce that got an internship at BMW."""
80,"[{'id': 700006, 'name': 'search image on Flickr', 'params': {'query': 'BMW logo'}}, {'id': 600979, 'name': 'share a link', 'params': {'image url': '<return1>.image_url'}}]",1806,Search for a picture of the BMW logo to post on my LinkedIn timeline.
81,"[{'id': 700006, 'name': 'search image on Flickr', 'params': {'query': 'Darth Vader'}}, {'id': 600431, 'name': 'create a link post', 'params': {'link url': '<return1>.image_url', 'message': ""Hi guys, let's go to watch StarWars tonight?!""}}]",1901,"Write a post to all of my Facebook's friends including a photo of Darth Vader and this message: ""Hi guys, let's go to watch StarWars tonight?!"""
82,"[{'id': 700006, 'name': 'search image on Flickr', 'params': {'query': 'Darth Vader'}}, {'id': 600431, 'name': 'create a link post', 'params': {'link url': '<return1>.image_url', 'message': ""Hi guys, let's watch the Star Wars movie next Friday?""}}]",102,"Search for ""Darth Vader"" on Flickr. Upload the photo and the following message on Facebook: Hi guys, let's watch the Star Wars movie next Friday?"
83,"[{'id': 700006, 'name': 'search image on Flickr', 'params': {'query': 'Darth Vader'}}, {'id': 600431, 'name': 'create a link post', 'params': {'link url': '<return1>.image_url', 'message': 'May The Force Be With Us Next Friday!!!'}}]",1903,Find a picture of Darth Vader on Flickr. Post this text to my friends on Facebook with the picture of Darth Vader: May The Force Be With Us Next Friday!!!
84,"[{'id': 700006, 'name': 'search image on Flickr', 'params': {'query': 'Yoda'}}, {'id': 600431, 'name': 'create a link post', 'params': {'link url': '<return1>.image_url', 'message': ""Friends, let's go to the cinema to the see Star Wars on Friday.""}}]",1904,"Search for a picture of Yoda. Attach that image in a Facebook post and write this: Friends, let's go to the cinema to the see Star Wars on Friday."
85,"[{'id': 700009, 'name': 'create calendar item', 'params': {'at what time?': '20:00', 'subject': 'Collect the boxes', 'which day?': '25.07'}}]",2001,"Schedule an appointment in my agenda: ""Collect the boxes"" on July 25 at 8 pm."
86,"[{'id': 700009, 'name': 'create calendar item', 'params': {'at what time?': '7:00', 'subject': 'Travel', 'which day?': '12.06'}}]",2002,"Register in my agenda an appointment called ""Travel"" at 12th June and program the alarm for 7 AM at that day."
87,"[{'id': 700009, 'name': 'create calendar item', 'params': {'at what time?': '7:00', 'subject': 'go to the Doctor', 'which day?': '19.10'}}]",2003,Please add a reminder to my agenda to go to the Doctor on 19th Act at 7:00.
88,"[{'id': 700009, 'name': 'create calendar item', 'params': {'at what time?': '13:00', 'subject': 'Travel', 'which day?': '13.08'}}]",2004,"Set an appointment on August 13 at 13h naming it ""Travel""."
89,"[{'id': 700009, 'name': 'create calendar item', 'params': {'at what time?': '20:00', 'subject': 'Collect the boxes', 'which day?': '25.06'}}]",2005,"Add in my agenda the event ""Wine Festival"" on 12th June at 7 PM."
90,"[{'id': 700009, 'name': 'create calendar item', 'params': {'at what time?': '18:00', 'subject': 'Discovering the German Gastronomy', 'which day?': '12.06'}}]",2006,"Please set up an appointment for me. The event name is ""Discovering the German Gastronomy"". The day is 12th June. The time is 18h."
91,"[{'id': 700008, 'name': 'tweets from search', 'params': {'search for': '#LaFiesta'}}, {'block': {'id': 700010, 'name': 'send a direct message', 'params': {'message': 'Thank you for your message. Our team will reply you soon.', 'user': '<item>.user'}}, 'list': '<return1>'}]",2101,"Search for the hashtag #LaFiesta. For each found tweet, reply with this message: ""Thank you for your message. Our team will reply you soon."""
92,"[{'id': 700008, 'name': 'tweets from search', 'params': {'search for': '#LaFiesta'}}, {'block': {'id': 700010, 'name': 'send a direct message', 'params': {'message': 'Thanks for your contact.', 'user': '<item>.user'}}, 'list': '<return1>'}]",2102,Check the tweets with hashtag #LaFiesta. For each tweet that was found give this reply: Thanks for your contact.
93,"[{'id': 700008, 'name': 'tweets from search', 'params': {'search for': '#LaFiesta'}}, {'block': {'id': 700010, 'name': 'send a direct message', 'params': {'message': 'Thanks! I will answer in detail later.', 'user': '<item>.user'}}, 'list': '<return1>'}]",2103,Check #LaFiesta on Twitter. Reply everyone with this message: Thanks! I will answer in detail later.
94,"[{'id': 700008, 'name': 'tweets from search', 'params': {'search for': '#LaFiesta'}}, {'block': {'id': 700010, 'name': 'send a direct message', 'params': {'message': 'Thanks! I will answer in detail later', 'user': '<item>.user'}}, 'list': '<return1>'}]",2104,"Find people using #LaFiesta in Twitter; If it was found, write to everybody ""Thanks! I will answer in detail later"";"
95,"[{'options': [{'id': 601225, 'name': 'new email from', 'params': {""sender's address"": 'carmen@souza.cl'}}, {'id': 600599, 'name': 'new email in inbox from', 'params': {'email address': 'carmen@souza.cl'}}]}, {'id': 700002, 'name': 'read file content', 'params': {'file': '<return1>.attachment'}}, {'options': [{'id': 501371, 'name': 'translate', 'params': {'from': 'de', 'text': '<return2>', 'to': 'en'}}, {'id': 501915, 'name': 'translate', 'params': {'languageConverted': 'de', 'languageToConvert': 'en', 'text': '<return2>'}}, {'id': 503292, 'name': 'translate', 'params': {'input': '<return2>', 'source': 'de', 'target': 'en'}}]}, {'options': [{'id': 600209, 'name': 'create a text file', 'params': {'content': '<return3>', 'file name': 'english-version.txt'}}, {'id': 600350, 'name': 'create a text file', 'params': {'content': '<return3>', 'file name': 'english-version.txt'}}, {'id': 600614, 'name': 'create a document', 'params': {'content': '<return3>', 'document name': 'english-version.txt'}}]}, {'id': 600603, 'name': 'send an email', 'params': {'attachment url': '<return4>', 'body': 'Please, see if this candidate is suitable for our opened position.', 'to address': 'helena@university.com'}}, {'options': [{'id': 601225, 'name': 'new email from', 'params': {""sender's address"": 'helena@university.com'}}, {'id': 600599, 'name': 'new email in inbox from', 'params': {'email address': 'helena@university.com'}}]}, {'options': [{'id': 600603, 'name': 'send an email', 'params': {'body': '<return5>', 'to address': 'carmen@souza.cl'}}, {'id': 601227, 'name': 'send email', 'params': {'body': '<return5>', 'recipients': 'carmen@souza.cl'}}]}]",2601,"Get the CV attached to a new email sent by Carmen Souza. Translate it from German to English saving the content in ""english-version.txt"" and send the new copy to Maria Helena by email saying: Please, see if this candidate is suitable for our opened position. When she answers, forward the message to Mrs Souza."
96,"[{'options': [{'id': 601225, 'name': 'new email from', 'params': {""sender's address"": 'carmen@souza.cl'}}, {'id': 600599, 'name': 'new email in inbox from', 'params': {'email address': 'carmen@souza.cl'}}]}, {'id': 700002, 'name': 'read file content', 'params': {'file': '<return1>.attachment'}}, {'options': [{'id': 501371, 'name': 'translate', 'params': {'from': 'de', 'text': '<return2>', 'to': 'en'}}, {'id': 501915, 'name': 'translate', 'params': {'languageConverted': 'de', 'languageToConvert': 'en', 'text': '<return2>'}}, {'id': 503292, 'name': 'translate', 'params': {'input': '<return2>', 'source': 'de', 'target': 'en'}}]}, {'options': [{'id': 600209, 'name': 'create a text file', 'params': {'content': '<return3>', 'file name': 'english-version.txt'}}, {'id': 600350, 'name': 'create a text file', 'params': {'content': '<return3>', 'file name': 'english-version.txt'}}, {'id': 600614, 'name': 'create a document', 'params': {'content': '<return3>', 'document name': 'english-version.txt'}}]}, {'id': 600603, 'name': 'send an email', 'params': {'attachment url': '<return4>', 'body': 'please evaluate the candidate', 'to address': 'helena@university.com'}}]",2602,"When a new email from Carmen Souza arrives, Translate the attached CV from German to English. Save the translated version in the file ""english-version.txt"". Then forward the translated file to Mrs Helena, asking her to please evaluate the candidate."
97,"[{'options': [{'id': 601225, 'name': 'new email from', 'params': {""sender's address"": 'carmen@souza.cl'}}, {'id': 600599, 'name': 'new email in inbox from', 'params': {'email address': 'carmen@souza.cl'}}]}, {'id': 700002, 'name': 'read file content', 'params': {'file': '<return1>.attachment'}}, {'options': [{'id': 501371, 'name': 'translate', 'params': {'from': 'de', 'text': '<return2>', 'to': 'en'}}, {'id': 501915, 'name': 'translate', 'params': {'languageConverted': 'de', 'languageToConvert': 'en', 'text': '<return2>'}}, {'id': 503292, 'name': 'translate', 'params': {'input': '<return2>', 'source': 'de', 'target': 'en'}}]}, {'options': [{'id': 600603, 'name': 'send an email', 'params': {'body': '<return3>', 'to address': 'helena@university.com'}}, {'id': 601227, 'name': 'send email', 'params': {'body': '<return3>', 'recipients': 'helena@university.com'}}]}]",2603,Check if there is a new email from Carmen Souza. If it is true then translate the attachment from German to English and send to Maria Helena.
98,"[{'options': [{'id': 601225, 'name': 'new email from', 'params': {""sender's address"": 'helena@university.com'}}, {'id': 600599, 'name': 'new email in inbox from', 'params': {'email address': 'helena@university.com'}}]}, {'id': 600761, 'name': 'print document', 'params': {'document url': '<return1>.attachment'}}, {'id': 601535, 'name': 'post message', 'params': {'text': 'Hi Anna, the document is in the printer', 'user name': 'jsanders'}}, {'id': 500797, 'name': 'convert-file', 'params': {'file': '<return1>.attachment'}}, {'id': 600979, 'name': 'share a link', 'params': {'image url': '<return4>'}}]",2605,"Get the file attached to a new email that will be sent to me from Helena. Print the file and send this Skype message to John Sanders: Hi John, the document is in the printer. Additionally, convert the file from PDF to PNG and publish it on LinkedIn."
99,"[{'options': [{'id': 601225, 'name': 'new email from', 'params': {""sender's address"": 'helena@university.com'}}, {'id': 600599, 'name': 'new email in inbox from', 'params': {'email address': 'helena@university.com'}}]}, {'id': 600761, 'name': 'print document', 'params': {'document url': '<return1>.attachment'}}, {'id': 601535, 'name': 'post message', 'params': {'text': 'Hi Mr Sanders, the document is in the printer', 'user name': 'jsanders'}}]",2606,"When I receive an email from Helena, get the attachment. Print it and write to Mr Sanders by Skype: Hi Mr Sanders, the document is in the printer."
100,"[{'options': [{'id': 601225, 'name': 'new email from', 'params': {""sender's address"": 'helena@university.com'}}, {'id': 600599, 'name': 'new email in inbox from', 'params': {'email address': 'helena@university.com'}}]}, {'id': 600761, 'name': 'print document', 'params': {'document url': '<return1>.attachment'}}, {'id': 601535, 'name': 'post message', 'params': {'text': 'the final version is in the printer for him revision', 'user name': 'jsanders'}}, {'id': 500797, 'name': 'convert-file', 'params': {'file': '<return1>.attachment'}}, {'id': 600979, 'name': 'share a link', 'params': {'image url': '<return4>'}}]",2607,"Print the pdf file attached to a new email that I will receive from Helena and send a message to my secretary John Sanders saying that the final version is in the printer for him revision. Also, convert the original file from PDF to PNG and publish on my LinkedIn account."
101,"[{'id': 700011, 'name': 'any new post by someone', 'params': {'user': 'h1987'}}, {'id': 700011, 'name': 'any new post by someone', 'params': {'user': 'h1987'}}, {'alternative': None, 'condition': {'id': '700012', 'name': 'contains expression', 'params': {'expression': 'pokemon', 'text': '<return1>.Message'}}, 'consequent': {'id': 601535, 'name': 'post message', 'params': {'text': 'Stop talking about Pokemon. Go study!', 'user name': 'hele87'}}}]",2901,"Whenever my daughter writes using Facebook, send the post to monitoring@family.com with the subject 'Facebook'. If the post contains the word ""pokemon"", send her this Skype message: ""Stop talking about Pokemon. Go study!"""
102,"[{'id': 700011, 'name': 'any new post by someone', 'params': {'user': 'hele87'}}, {'options': [{'id': 600603, 'name': 'send an email', 'params': {'body': '<return1>', 'to address': 'monitoring@family.com'}}, {'id': 601227, 'name': 'send email', 'params': {'body': '<return1>', 'recipients': 'monitoring@family.com'}}]}, {'alternative': None, 'condition': {'id': 700012, 'name': 'contains expression', 'params': {'expression': 'BREXIT', 'text': '<return1>.Message'}}, 'consequent': {'id': 601535, 'name': 'post message', 'params': {'text': '<return1>.Message', 'user name': 'maria.alice'}}}]",2902,"Catch Luiza's Facebook posts and send to monitoring@family.com. When the post contains BREXIT, send the post to my wife by Skype."
103,"[{'id': 700011, 'name': 'any new post by someone', 'params': {'user': 'hele87'}}, {'alternative': None, 'condition': {'id': 700012, 'name': 'contains expression', 'params': {'expression': 'Trump', 'text': '<return1>.Message'}}, 'consequent': {'id': 601535, 'name': 'post message', 'params': {'text': '<return1>.Message', 'user name': 'maria.alice'}}}]",2903,"For each Facebook post written by Helena, check if it contains ""Trump"". If yes, send to my wife's Skype."
104,"[{'options': [{'id': 601223, 'name': 'add new contact', 'params': {'business phone': '3344333444', 'email address': 'julian@brown.com', 'name': 'Julian Brown'}}, {'id': 600612, 'name': 'create new contact', 'params': {'email': 'julian@brown.com', 'full name': 'Julian Brown', 'phonenumber': '3344333444'}}]}]",3111,"Include a new contact in my agenda, where the name is Julian Brown, the phone is 3344333444 and the email is julian@brown.com."
105,"[{'options': [{'id': 601223, 'name': 'add new contact', 'params': {'business phone': '3344333444', 'email address': 'julian@brown.com', 'name': 'Julian Brown'}}, {'id': 600612, 'name': 'create new contact', 'params': {'email': 'julian@brown.com', 'full name': 'Julian Brown', 'phonenumber': '3344333444'}}]}]",3112,"Add Julian Brown in my contact list. Phone 3344333444, email julian@brown.com."
106,"[{'options': [{'id': 601223, 'name': 'add new contact', 'params': {'business phone': '3344 333 444', 'email address': 'julian@brown.com', 'name': 'Julian Brown'}}, {'id': 600612, 'name': 'create new contact', 'params': {'email': 'julian@brown.com', 'full name': 'Julian Brown', 'phonenumber': '3344 333 444'}}]}]",3113,"Please add Julian Brown in my agenda with the phone: 3344 333 444, and email: julian@brown.com."
107,"[{'options': [{'id': 601223, 'name': 'add new contact', 'params': {'business phone': '+1-888-747-8585', 'email address': 'jean@meer.org', 'name': 'Jean Meer'}}, {'id': 600612, 'name': 'create new contact', 'params': {'email': 'jean@meer.org', 'full name': 'Jean Meer', 'phonenumber': '+1-888-747-8585'}}]}]",3121,New entry in my agenda. the Name: Jean Meer. Enter the phone: +1-888-747-8585. Enter the email: jean@meer.org
108,"[{'options': [{'id': 601223, 'name': 'add new contact', 'params': {'business phone': '+1-888-747-8585', 'email address': 'jean@meer.org', 'name': 'Jean Meer'}}, {'id': 600612, 'name': 'create new contact', 'params': {'email': 'jean@meer.org', 'full name': 'Jean Meer', 'phonenumber': '+1-888-747-8585'}}]}]",3122,Include in my phonebook this information :Name: Jean Meer. Contact Number: +1-888-747-8585. Email: jean@meer.org
109,"[{'options': [{'id': 601223, 'name': 'add new contact', 'params': {'business phone': '+1-888-747-8585', 'email address': 'jean@meer.org', 'name': 'Jean Meer'}}, {'id': 600612, 'name': 'create new contact', 'params': {'email': 'jean@meer.org', 'full name': 'Jean Meer', 'phonenumber': '+1-888-747-8585'}}]}]",3123,Add new contact. Name Jean Meer; Add phone number + 1-888-747-8585; Add email jean@meer.org. Save.
110,"[{'options': [{'id': 601223, 'name': 'add new contact', 'params': {'business phone': '+1-888-747-8585', 'email address': 'jean@meer.org', 'name': 'Jean Meer'}}, {'id': 600612, 'name': 'create new contact', 'params': {'email': 'jean@meer.org', 'full name': 'Jean Meer', 'phonenumber': '+1-888-747-8585'}}]}]",3124,"Add in my agenda: Jean Meer, + 1-888-747-8585, jean@meer.org."
111,"[{'options': [{'id': 601223, 'name': 'add new contact', 'params': {'business phone': '+1-888-747-8585', 'email address': 'jean@meer.org', 'name': 'Jean Meer'}}, {'id': 600612, 'name': 'create new contact', 'params': {'email': 'jean@meer.org', 'full name': 'Jean Meer', 'phonenumber': '+1-888-747-8585'}}]}]",3125,"Put person in your agenda: Jean Meer, +1-888-747-8585, jean@meer.org."
112,"[{'options': [{'id': 601223, 'name': 'add new contact', 'params': {'business phone': '+1-888-747-8585', 'email address': 'jean@meer.org', 'name': 'Jean Meer'}}, {'id': 600612, 'name': 'create new contact', 'params': {'email': 'jean@meer.org', 'full name': 'Jean Meer', 'phonenumber': '+1-888-747-8585'}}]}]",3126,"place a new entry in my agenda: Jean Meer, + 1-888-747-8585, jean@meer.org."
113,"[{'options': [{'id': 601223, 'name': 'add new contact', 'params': {'business phone': '+1-888-747-8585', 'email address': 'jean@meer.org', 'name': 'Jean Meer'}}, {'id': 600612, 'name': 'create new contact', 'params': {'email': 'jean@meer.org', 'full name': 'Jean Meer', 'phonenumber': '+1-888-747-8585'}}]}]",3127,"Open my agenda;Add entry: Jean Meer, +1-888-747-8585, jean@meer.org;Close agenda;"
114,"[{'options': [{'id': 601223, 'name': 'add new contact', 'params': {'business phone': '+1-888-747-8585', 'email address': 'jean@meer.org', 'name': 'Jean Meer'}}, {'id': 600612, 'name': 'create new contact', 'params': {'email': 'jean@meer.org', 'full name': 'Jean Meer', 'phonenumber': '+1-888-747-8585'}}]}]",3128,"Please enter this new contact in my agenda: name Jean Meer, phone number +1-888-747-8585 and email jean@meer.org, in the correct order."
115,"[{'id': 600591, 'name': 'any new issue', 'params': {}}, {'alternative': {'id': 601535, 'name': 'post message', 'params': {'text': '<return1>.IssueTitle', 'user name': 'sandrinha'}}, 'condition': '<return1>.RepositoryName == FinanceSystem', 'consequent': {'id': 601535, 'name': 'post message', 'params': {'text': '<return1>.IssueTitle', 'user name': 'johnjohn'}}}]",3201,"When a new GitHub issue is created, get the repository name. If it is FinanceSystem, send a Skype message to John containing the issue title. Otherwise, write to the Tech Manager."
116,"[{'id': 600591, 'name': 'any new issue', 'params': {}}, {'alternative': {'id': 601535, 'name': 'post message', 'params': {'text': '<return1>.IssueTitle', 'user name': 'sandrinha'}}, 'condition': '<return1>.RepositoryName == FinanceSystem', 'consequent': {'id': 601535, 'name': 'post message', 'params': {'text': '<return1>.IssueTitle', 'user name': 'johnjohn'}}}]",3202,"If someone reports a problem in GitHub, send the problem title by Skype to John, if the project name is FinanceSystem. For all other systems, send a message to the Tech Manager."
